"name","state","state_code","type","degree_length","room_and_board","in_state_tuition","in_state_total","out_of_state_tuition","out_of_state_total","total_enrollment","rank","early_career_pay","mid_career_pay","make_world_better_percent","stem_percent","women","native_american","asian","black","hispanic","pacific_islander","white","two_more_races","unkown","foreign","total_minority"
"Haverford College","Pennsylvania","PA","Private","4 Year",16402,54592,70994,54592,70994,1194,10,59300,112300,47,36,632,4,100,69,102,0,766,70,11,72,345
"Hawaii Pacific University","Hawaii","HI","Private","4 Year",14800,25980,40780,25980,40780,5827,2,52200,93500,56,15,3302,24,921,345,764,128,1693,987,138,827,3169
"Hawaii Tokai International College","Hawaii","HI","Private","2 Year",9000,13485,22485,13485,22485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hawkeye Community College","Iowa","IA","Public","2 Year",NA,6360,6360,6600,6600,5291,NA,NA,NA,NA,NA,3009,13,79,436,156,4,4491,92,0,20,780
"Haywood Community College","North Carolina","NC","Public","2 Year",NA,2383,2383,8143,8143,2069,NA,NA,NA,NA,NA,1297,41,0,209,62,2,1722,9,22,2,323
"Hazard Community and Technical College","Kentucky","KY","Public","2 Year",NA,5310,5310,18000,18000,3462,NA,NA,NA,NA,NA,1850,9,4,38,23,1,3328,15,42,2,90
"Heartland Community College","Illinois","IL","Public","2 Year",NA,4590,4590,13110,13110,5286,NA,NA,NA,NA,NA,2873,10,166,569,284,7,3849,182,194,25,1218
"Hebrew Theological College","Illinois","IL","Private","4 Year",12380,12920,25300,12920,25300,468,NA,NA,NA,NA,NA,395,0,0,0,0,0,468,0,0,0,0
"Heidelberg University","Ohio","OH","Private","4 Year",10400,31000,41400,31000,41400,1230,NA,NA,NA,NA,NA,623,2,22,70,33,2,907,38,153,3,167
"Helena College University of Montana","Montana","MT","Public","2 Year",NA,3349,3349,9083,9083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Helene Fuld College of Nursing","New York","NY","Private","2 Year",NA,21286,21286,21286,21286,444,NA,NA,NA,NA,NA,390,0,28,338,39,0,38,1,0,0,406
"Hellenic College/Holy Cross","Massachusetts","MA","Private","4 Year",16192,22490,38682,22490,38682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Henderson Community College","Kentucky","KY","Public","2 Year",NA,5550,5550,18000,18000,2000,NA,NA,NA,NA,NA,1213,6,10,157,46,3,1702,37,37,2,259
"Henderson State University","Arkansas","AR","Public","4 Year",7504,8436,15940,10086,17590,3627,10,42900,79800,57,5,2060,7,23,846,147,0,2411,152,3,38,1175
"Hendrix College","Arkansas","AR","Private","4 Year",12284,45790,58074,45790,58074,1358,2,48100,90300,58,33,746,22,77,65,65,1,1037,9,6,76,239
"Hennepin Technical College","Minnesota","MN","Public","2 Year",NA,5119,5119,5119,5119,5985,NA,NA,NA,NA,NA,2494,28,557,1401,357,10,3202,205,188,37,2558
"Henry Ford College","Michigan","MI","Public","2 Year",NA,3850,3850,8380,8380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Heritage Christian University","Alabama","AL","Private","4 Year",5745,12312,18057,12312,18057,93,NA,NA,NA,NA,NA,5,2,0,7,4,1,70,1,5,3,15
"Heritage University","Washington","WA","Private","4 Year",NA,18124,18124,18124,18124,NA,25,41100,73600,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Herkimer County Community College","New York","NY","Public","2 Year",10128,5320,15448,7950,18078,3259,NA,NA,NA,NA,NA,1932,11,31,312,86,0,2584,11,112,112,451
"Hesston College","Kansas","KS","Private","2 Year",8800,26900,35700,26900,35700,428,NA,NA,NA,NA,NA,264,1,6,31,36,2,285,11,7,49,87
"Hibbing Community College","Minnesota","MN","Public","2 Year",3380,5336,8716,5336,8716,1302,NA,NA,NA,NA,NA,760,18,6,56,34,2,1112,50,23,1,166
"High Point University","North Carolina","NC","Private","4 Year",14130,35118,49248,35118,49248,4399,NA,NA,NA,NA,NA,2647,21,61,246,173,0,3515,167,151,65,668
"Highland Community College","Illinois","IL","Public","2 Year",NA,5220,5220,8160,8160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Highland Community College","Kansas","KS","Public","2 Year",6528,3030,9558,3510,10038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Highline College","Washington","WA","Public","2 Year",NA,4027,4027,4461,4461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hilbert College","New York","NY","Private","4 Year",9350,22400,31750,22400,31750,1012,NA,NA,NA,NA,NA,575,17,2,86,24,1,746,42,85,9,172
"Hill College","Texas","TX","Public","2 Year",3850,2970,6820,4120,7970,4020,NA,NA,NA,NA,NA,2412,23,33,257,866,11,2669,111,37,13,1301
"Hillsborough Community College","Florida","FL","Public","2 Year",NA,3132,3132,11388,11388,27298,NA,NA,NA,NA,NA,15559,123,769,4757,6966,50,9857,626,3326,824,13291
"Hillsdale College","Michigan","MI","Private","4 Year",11000,27577,38577,27577,38577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hinds Community College","Mississippi","MS","Public","2 Year",4120,3130,7250,6170,10290,11839,NA,NA,NA,NA,NA,7396,39,91,6598,199,5,4395,236,173,103,7168
"Hiram College","Ohio","OH","Private","4 Year",10290,34300,44590,34300,44590,1259,NA,NA,NA,NA,NA,673,3,14,200,46,3,859,28,67,39,294
"Hiwassee College","Tennessee","TN","Private","2 Year",7987,19571,27558,19571,27558,424,NA,NA,NA,NA,NA,241,2,3,40,11,0,349,8,8,3,64
"Hobart and William Smith Colleges","New York","NY","Private","4 Year",14785,55255,70040,55255,70040,2425,NA,NA,NA,NA,NA,1267,14,76,109,145,2,1641,0,298,140,346
"Hobe Sound Bible College","Florida","FL","Private","4 Year",6170,6490,12660,6490,12660,251,NA,NA,NA,NA,NA,115,0,0,24,7,0,178,0,38,4,31
"Hocking College","Ohio","OH","Public","2 Year",8560,4390,12950,8790,17350,3474,NA,NA,NA,NA,NA,1639,19,10,115,51,0,3022,118,55,84,313
"Hodges University","Florida","FL","Private","4 Year",NA,17600,17600,17600,17600,1892,NA,NA,NA,NA,NA,1201,10,37,255,645,3,881,21,40,0,971
"Hofstra University","New York","NY","Private","4 Year",15948,46760,62708,46760,62708,10953,NA,NA,NA,NA,NA,6139,31,893,909,1254,78,5914,198,604,1072,3363
"Hollins University","Virginia","VA","Private","4 Year",13520,39035,52555,39035,52555,770,NA,NA,NA,NA,NA,730,5,17,79,40,0,555,17,18,39,158
"Holmes Community College","Mississippi","MS","Public","2 Year",3080,3110,6190,5690,8770,5798,NA,NA,NA,NA,NA,3826,7,48,2722,55,1,2829,44,91,1,2877
"Holy Apostles College and Seminary","Connecticut","CT","Private","4 Year",NA,9670,9670,9670,9670,378,NA,NA,NA,NA,NA,124,0,12,4,33,0,229,4,19,77,53
"Holy Cross College","Indiana","IN","Private","4 Year",11500,30820,42320,30820,42320,520,15,48100,87800,NA,0,180,2,8,49,56,1,351,18,5,30,134
"Holy Family University","Pennsylvania","PA","Private","4 Year",13576,30346,43922,30346,43922,2658,NA,NA,NA,NA,NA,1946,2,94,195,152,1,1683,0,522,9,444
"Holy Names University","California","CA","Private","4 Year",13190,39316,52506,39316,52506,1191,NA,NA,NA,NA,NA,830,6,179,260,305,37,292,21,53,38,808
"Holy Trinity Orthodox Seminary","New York","NY","Private","4 Year",5290,7700,12990,7700,12990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Holyoke Community College","Massachusetts","MA","Public","2 Year",NA,5760,5760,11940,11940,6604,NA,NA,NA,NA,NA,4068,33,132,412,1501,2,4018,197,280,29,2277
"Hood College","Maryland","MD","Private","4 Year",12700,39492,52192,39492,52192,2365,25,47900,82600,49,32,1502,1,78,255,138,0,1569,73,96,155,545
"Hope College","Michigan","MI","Private","4 Year",10310,34010,44320,34010,44320,3455,14,49200,90900,51,18,2085,3,54,85,258,0,2861,67,42,85,467
"Hope International University","California","CA","Private","4 Year",10490,33400,43890,33400,43890,1329,NA,NA,NA,NA,NA,743,7,60,93,225,11,536,128,264,5,524
"Hopkinsville Community College","Kentucky","KY","Public","2 Year",NA,5070,5070,17760,17760,3566,NA,NA,NA,NA,NA,2325,21,49,832,268,17,2195,116,62,6,1303
"Horizon University","California","CA","Private","4 Year",NA,7700,7700,7700,7700,34,NA,NA,NA,NA,NA,7,1,1,2,7,0,14,2,7,0,13
"Horry-Georgetown Technical College","South Carolina","SC","Public","2 Year",NA,5248,5248,10408,10408,7335,NA,NA,NA,NA,NA,4663,27,80,1547,290,7,5134,187,46,17,2138
"Houghton College","New York","NY","Private","4 Year",9288,32488,41776,32488,41776,1073,NA,NA,NA,NA,NA,683,2,17,26,20,0,847,42,26,93,107
"Housatonic Community College","Connecticut","CT","Public","2 Year",NA,4394,4394,13162,13162,5286,NA,NA,NA,NA,NA,3220,9,190,1641,1491,10,1840,91,6,8,3432
"Houston Baptist University","Texas","TX","Private","4 Year",8814,32530,41344,32530,41344,3128,NA,NA,NA,NA,NA,2002,12,347,794,744,7,902,120,78,124,2024
"Houston Community College System","Texas","TX","Public","2 Year",NA,2031,2031,4686,4686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Howard College","Texas","TX","Public","2 Year",4834,2560,7394,5420,10254,3756,NA,NA,NA,NA,NA,2338,6,32,144,1668,4,1783,80,12,27,1934
"Howard Community College","Maryland","MD","Public","2 Year",NA,4920,4920,9060,9060,9920,NA,NA,NA,NA,NA,5598,26,1128,2835,903,26,3881,436,257,428,5354
"Howard Payne University","Texas","TX","Private","4 Year",8386,28090,36476,28090,36476,1137,NA,NA,NA,NA,NA,560,3,4,88,243,1,731,35,32,0,374
"Howard University",NA,"DC","Private","4 Year",13895,27056,40951,27056,40951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hudson County Community College","New Jersey","NJ","Public","2 Year",NA,5718,5718,14028,14028,9203,NA,NA,NA,NA,NA,5330,21,702,1280,5073,66,1088,132,807,34,7274
"Hudson Valley Community College","New York","NY","Public","2 Year",NA,5640,5640,12915,12915,12177,NA,NA,NA,NA,NA,5768,48,555,1198,621,34,9010,284,391,36,2740
"Huertas College",NA,"PR","For Profit","2 Year",NA,6635,6635,6635,6635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hult International Business School","California","CA","Private","4 Year",15000,40650,55650,40650,55650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Humacao Community College",NA,"PR","Private","2 Year",3000,5382,8382,5382,8382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Humboldt State University","California","CA","Public","4 Year",12870,7676,20546,19556,32426,8485,NA,NA,NA,NA,NA,4635,85,293,320,2441,21,4069,531,605,120,3691
"Humphreys College","California","CA","Private","4 Year",NA,14292,14292,14292,14292,809,NA,NA,NA,NA,NA,574,2,51,115,297,6,212,0,44,82,471
"Huntingdon College","Alabama","AL","Private","4 Year",9750,27400,37150,27400,37150,1160,14,42400,78900,69,14,572,14,9,229,29,2,738,30,101,8,313
"Huntington College of Health Sciences","Tennessee","TN","For Profit","2 Year",NA,6635,6635,6635,6635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Huntington University","Indiana","IN","Private","4 Year",8668,26180,34848,26180,34848,1209,NA,NA,NA,NA,NA,708,6,7,30,44,1,1054,26,0,41,114
"Huntsville Bible College","Alabama","AL","Private","4 Year",NA,5390,5390,5390,5390,138,NA,NA,NA,NA,NA,73,0,0,136,0,0,2,0,0,0,136
"Hussian College, School of Art","Pennsylvania","PA","For Profit","2 Year",NA,21990,21990,21990,21990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Husson University","Maine","ME","Private","4 Year",9830,18180,28010,18180,28010,3415,10,43300,77600,52,1,1894,16,73,147,46,7,2997,39,0,90,328
"Huston-Tillotson University","Texas","TX","Private","4 Year",7568,14346,21914,14346,21914,1031,NA,NA,NA,NA,NA,575,1,5,722,193,0,47,8,11,44,929
"Hutchinson Community College","Kansas","KS","Public","2 Year",5800,3000,8800,4230,10030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IBMC College: Fort Collins","Colorado","CO","For Profit","2 Year",NA,13010,13010,13010,13010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ICPR Junior College",NA,"PR","For Profit","2 Year",4000,7010,11010,7010,11010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Idaho State University","Idaho","ID","Public","4 Year",7207,7420,14627,22940,30147,13429,3,50800,91800,64,12,6964,141,179,156,1122,28,9640,311,494,1358,1937
"Ilisagvik College","Alaska","AK","Public","2 Year",13000,4300,17300,4300,17300,243,NA,NA,NA,NA,NA,137,134,22,6,5,9,61,0,2,4,176
"Illinois Central College","Illinois","IL","Public","2 Year",NA,4500,4500,11340,11340,10296,NA,NA,NA,NA,NA,5634,28,194,1088,456,18,7741,246,525,0,2030
"Illinois College","Illinois","IL","Private","4 Year",9280,33090,42370,33090,42370,965,NA,NA,NA,NA,NA,487,2,9,119,82,2,682,31,6,32,245
"Illinois Eastern Community Colleges: Frontier Community College","Illinois","IL","Public","2 Year",NA,3730,3730,11008,11008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Illinois Eastern Community Colleges: Lincoln Trail College","Illinois","IL","Public","2 Year",NA,3730,3730,11008,11008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Illinois Eastern Community Colleges: Olney Central College","Illinois","IL","Public","2 Year",NA,3730,3730,11008,11008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Illinois Eastern Community Colleges: Wabash Valley College","Illinois","IL","Public","2 Year",NA,3730,3730,11008,11008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Illinois Institute of Technology","Illinois","IL","Private","4 Year",12762,47296,60058,47296,60058,7898,1,64600,118500,47,64,2809,12,497,292,600,13,1995,72,600,3817,1486
"Illinois State University","Illinois","IL","Public","4 Year",9850,14516,24366,26040,35890,20615,16,51200,95000,47,10,11549,24,434,1454,1711,18,15968,478,103,425,4119
"Illinois Valley Community College","Illinois","IL","Public","2 Year",NA,4015,4015,11793,11793,3525,NA,NA,NA,NA,NA,2060,6,39,81,383,1,2898,33,84,0,543
"Illinois Wesleyan University","Illinois","IL","Private","4 Year",10984,47636,58620,47636,58620,1893,12,53100,96000,44,18,1066,5,82,87,128,1,1337,43,55,155,346
"Immaculata University","Pennsylvania","PA","Private","4 Year",12620,27350,39970,27350,39970,3299,NA,NA,NA,NA,NA,2459,2,67,396,152,3,2446,50,161,22,670
"Imperial Valley College","California","CA","Public","2 Year",NA,1420,1420,9010,9010,8135,NA,NA,NA,NA,NA,4615,6,95,57,6695,5,658,10,590,19,6868
"Independence Community College","Kansas","KS","Public","2 Year",5168,2910,8078,3300,8468,945,NA,NA,NA,NA,NA,478,13,2,132,37,5,691,40,2,23,229
"Indian River State College","Florida","FL","Public","2 Year",NA,3115,3115,11715,11715,17665,NA,NA,NA,NA,NA,10652,50,277,2935,3218,34,10010,342,584,215,6856
"Indiana Institute of Technology","Indiana","IN","Private","4 Year",10020,26900,36920,26900,36920,NA,19,50000,84900,46,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Indiana State University","Indiana","IN","Public","4 Year",10590,9090,19680,19836,30426,13183,17,47900,85600,55,8,7260,36,179,2199,395,8,8743,374,251,998,3191
"Indiana University Bloomington","Indiana","IN","Public","4 Year",10465,10681,21146,35456,45921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Indiana University East","Indiana","IN","Public","4 Year",NA,7344,7344,19400,19400,4573,NA,NA,NA,NA,NA,2901,9,47,157,122,2,4027,97,80,32,434
"Indiana University Kokomo","Indiana","IN","Public","4 Year",NA,7344,7344,19400,19400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Indiana University Northwest","Indiana","IN","Public","4 Year",NA,7344,7344,19400,19400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Indiana University of Pennsylvania","Pennsylvania","PA","Public","4 Year",12592,12979,25571,17299,29891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Indiana University South Bend","Indiana","IN","Public","4 Year",7309,7344,14653,19400,26709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Indiana University Southeast","Indiana","IN","Public","4 Year",6780,7344,14124,19400,26180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Indiana University-Purdue University Fort Wayne","Indiana","IN","Public","4 Year",5996,8450,14446,20288,26284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Indiana University-Purdue University Indianapolis","Indiana","IN","Public","4 Year",8924,9465,18389,29821,38745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Indiana Wesleyan University","Indiana","IN","Private","4 Year",8312,25980,34292,25980,34292,14943,NA,NA,NA,NA,NA,9997,50,133,2935,473,12,10973,273,43,51,3876
"Institute of American Indian Arts","New Mexico","NM","Public","4 Year",9604,4980,14584,4980,14584,486,NA,NA,NA,NA,NA,280,365,5,1,36,1,56,4,11,7,412
"Inter American University of Puerto Rico: Aguadilla Campus",NA,"PR","Private","4 Year",NA,6262,6262,6262,6262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Inter American University of Puerto Rico: Arecibo Campus",NA,"PR","Private","4 Year",NA,6452,6452,6452,6452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Inter American University of Puerto Rico: Barranquitas Campus",NA,"PR","Private","4 Year",NA,6262,6262,6262,6262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Inter American University of Puerto Rico: Bayamon Campus",NA,"PR","Private","4 Year",7993,5898,13891,5898,13891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Inter American University of Puerto Rico: Fajardo Campus",NA,"PR","Private","4 Year",NA,5898,5898,5898,5898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Inter American University of Puerto Rico: Guayama Campus",NA,"PR","Private","4 Year",NA,6452,6452,6452,6452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Inter American University of Puerto Rico: Metropolitan Campus",NA,"PR","Private","4 Year",NA,7476,7476,7476,7476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Inter American University of Puerto Rico: Ponce Campus",NA,"PR","Private","4 Year",NA,5220,5220,5220,5220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Inter American University of Puerto Rico: San German Campus",NA,"PR","Private","4 Year",3900,5976,9876,5976,9876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"International Baptist College","Arizona","AZ","Private","4 Year",6200,11250,17450,11250,17450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"International College of Broadcasting","Ohio","OH","For Profit","2 Year",NA,31950,31950,31950,31950,74,NA,NA,NA,NA,NA,12,0,0,36,0,0,36,2,0,0,38
"Inver Hills Community College","Minnesota","MN","Public","2 Year",NA,5332,5332,5332,5332,5958,NA,NA,NA,NA,NA,3493,23,342,621,541,13,3923,275,187,33,1815
"Iona College","New York","NY","Private","4 Year",15278,38812,54090,38812,54090,3909,NA,NA,NA,NA,NA,2104,9,82,308,742,6,2211,60,379,112,1207
"Iowa Central Community College","Iowa","IA","Public","2 Year",6850,5490,12340,7890,14740,5686,NA,NA,NA,NA,NA,2833,23,84,526,376,13,4214,59,262,129,1081
"Iowa Lakes Community College","Iowa","IA","Public","2 Year",6750,6058,12808,6388,13138,2340,NA,NA,NA,NA,NA,1239,14,26,95,122,3,1997,8,50,25,268
"Iowa State University","Iowa","IA","Public","4 Year",8720,8988,17708,23392,32112,34435,1,56100,101300,48,31,15145,80,940,891,1451,31,24843,672,1547,3980,4065
"Iowa Wesleyan College","Iowa","IA","Private","4 Year",10500,30500,41000,30500,41000,473,NA,NA,NA,NA,NA,284,4,5,29,18,1,283,11,99,23,68
"Iowa Western Community College","Iowa","IA","Public","2 Year",6430,5615,12045,5765,12195,6547,NA,NA,NA,NA,NA,3764,103,104,651,440,19,4961,9,153,107,1326
"Irvine Valley College","California","CA","Public","2 Year",NA,1418,1418,9608,9608,13157,NA,NA,NA,NA,NA,6641,11,3330,294,3253,32,4556,645,236,800,7565
"Island Drafting and Technical Institute","New York","NY","For Profit","2 Year",NA,16650,16650,16650,16650,110,NA,NA,NA,NA,NA,11,0,2,12,24,1,46,5,20,0,44
"Isothermal Community College","North Carolina","NC","Public","2 Year",NA,2334,2334,8094,8094,2057,NA,NA,NA,NA,NA,1276,12,12,239,119,0,1537,114,22,2,496
"Itasca Community College","Minnesota","MN","Public","2 Year",5920,5920,11840,7102,13022,1222,NA,NA,NA,NA,NA,551,44,5,68,34,1,978,56,10,26,208
"Itawamba Community College","Mississippi","MS","Public","2 Year",3900,3020,6920,5220,9120,5654,NA,NA,NA,NA,NA,3364,11,36,1399,87,1,4005,36,79,0,1570
"Ithaca College","New York","NY","Private","4 Year",15562,43978,59540,43978,59540,6587,NA,NA,NA,NA,NA,3828,9,229,341,481,2,4652,178,552,143,1240
"Ivy Tech Community College: Bloomington","Indiana","IN","Public","2 Year",NA,4368,4368,8402,8402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ivy Tech Community College: Central Indiana","Indiana","IN","Public","2 Year",NA,4368,4368,8402,8402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ivy Tech Community College: Columbus","Indiana","IN","Public","2 Year",NA,4368,4368,8402,8402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ivy Tech Community College: Kokomo","Indiana","IN","Public","2 Year",NA,4368,4368,8402,8402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ivy Tech Community College: Lafayette","Indiana","IN","Public","2 Year",NA,4368,4368,8402,8402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ivy Tech Community College: Muncie","Indiana","IN","Public","2 Year",NA,4368,4368,8402,8402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ivy Tech Community College: North Central","Indiana","IN","Public","2 Year",NA,4368,4368,8402,8402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ivy Tech Community College: Northeast","Indiana","IN","Public","2 Year",NA,4368,4368,8402,8402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ivy Tech Community College: Northwest","Indiana","IN","Public","2 Year",NA,4368,4368,8402,8402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
